EmployeeID,Name,Age,Gender,Department,JobTitle,City,Education,YearsOfExperience,Salary,Bonus,PerformanceScore,PerformanceRating,JoiningDate,Email,Phone
EMP10675,Pedro Banerjee,52.0,OTHER,Logistics,Director,Sharjah,Ph.D,7.0,1609843.0,349304.0,1.2,GOOD,2007-09-12,pedro.banerjee957@yahoo.com,5444918314
EMP10878,Arjun Garcia,32.0,MALE,Procurement,TEAM LEAD,Leeds,M.Com,24.0,4951107.0,393953.0,1.3,a+,2008-07-05,arjun.garcia6481@company.org,4031649153
EMP12442,James Torres,50.0,OTHER,HR,Team Lead,Bangkok,Post Graduate,35.0,1896114.0,112324.0,4.4,excellent,2014-10-07,james.torres6753@yahoo.com,0324616537
EMP11175,Chen Singh,38.0,Other,Engineering,PROJECT MANAGER,Brisbane,llb,13.0,3450493.0,397097.0,5.4,b,2009-09-12,chen.singh9469@yahoo.com,5007697655
EMP10010,Faisal Farooq,44.0,Other,admin,Operations Manager,Beijing,mba,26.0,1079861.0,146099.0,8.2,Poor,2005-01-14,faisal.farooq8230@yahoo.com,2048595084
EMP10561,Mariam Sheikh,44.0,female,it,VP,London,MCA,31.0,2833313.0,53301.0,3.9,excellent,2007-03-30,mariam.sheikh6825@hotmail.com,6479354559
EMP13175,Arjun Rizvi,22.0,Male,engineering,SCRUM MASTER,Jaipur,B.Com,31.0,2049944.0,114586.0,2.1,good,2017-09-12,arjun.rizvi6000@yahoo.com,3671563778
EMP13334,Ali Qureshi,37.0,Other,HR,PRODUCT MANAGER,Philadelphia,B.Tech,8.0,4349306.0,58646.0,1.3,d,2018-05-02,ali.qureshi5942@yahoo.com,0699308905
EMP10105,Vikram Joshi,43.0,female,procurement,Data Analyst,Chennai,B.Tech,22.0,2347441.0,461755.0,3.0,poor,2005-06-01,vikram.joshi3251@yahoo.com,0603476554
EMP10928,Robert Joshi,34.0,FEMALE,Quality,SCRUM MASTER,Los Angeles,BSc,5.0,3113872.0,119739.0,7.0,poor,2008-09-16,robert.joshi1994@outlook.com,8969316761
EMP10102,Layla Singh,31.0,Other,hr,hr manager,Kuwait City,BTECH,10.0,1174400.0,249229.0,3.3,d,2005-05-28,layla.singh5915@company.org,2705348256
EMP12250,Zara Patel,42.0,m,IT,Database Admin,Leeds,PHD,30.0,1383093.0,174385.0,2.2,b,,zara.patel8637@yahoo.com,4494017082
EMP11048,Lakshmi Mukherjee,40.0,F,CUSTOMER SUPPORT,intern,Seoul,MCA,10.0,3694656.0,367688.0,7.3,Poor,2009-03-10,lakshmi.mukherjee8887@hotmail.com,3578294451
EMP12608,Fang Miller,27.0,Male,Procurement,cloud architect,Ahmedabad,MBBS,0.0,788017.0,94492.0,5.2,A,2015-06-07,fang.miller3639@hotmail.com,9146297563
EMP10616,Dina Brown,22.0,male,Finance,Product Manager,Hong Kong,BTech,inf,1831700.0,348323.0,3.6,Good,2007-06-18,dina.brown46@hotmail.com,7142101849
EMP13633,Ava Martin,41.0,other,marketing,network engineer,Riyadh,BTECH,7.0,966014.0,364480.0,4.0,A,2019-07-13,ava.martin3149@company.org,9213773519
EMP11599,Kiran Kumar,48.0,MALE,Marketing,software engineer,Austin,MBBS,30.0,637689.0,198826.0,2.5,A+,2011-05-24,kiran.kumar6329@outlook.com,6666708494
EMP11104,David Lopez,150.0,Male,Quality,procurement manager,Hyderabad,PhD,5.0,2433914.0,58738.0,9.4,Good,2009-05-31,david.lopez8499@gmail.com,0515730624
EMP10519,Emily Kumar,42.0,other,operations,Database Admin,Nottingham,MBBS,36.0,3300120.0,419059.0,7.8,c,2007-01-27,emily.kumar165@hotmail.com,7834401178
EMP13662,Wang Zhao,52.0,OTHER,marketing,PRODUCT MANAGER,Sydney,bba,3.0,1429117.0,73526.0,1.6,c,2019-08-25,wang.zhao5059@hotmail.com,8057906366
EMP11111,Luis Ibrahim,57.0,F,OPERATIONS,Logistics Coordinator,Manama,MBBS,0.0,1909503.0,291366.0,9.8,Poor,2009-06-10,luis.ibrahim6507@hotmail.com,4862089891
EMP12049,Kiran Lewis,48.0,f,engineering,devops engineer,Phoenix,b.com,0.0,1885712.0,486507.0,5.7,,2013-03-12,kiran.lewis3377@gmail.com,2877954261
EMP12879,Noah Lopez,39.0,f,Human Resources,QA Engineer,Beijing,mba (finance),19.0,4269802.0,39971.0,5.8,A,2016-07-07,noah.lopez424@yahoo.com,1714305381
EMP12566,Nour Thomas,30.0,m,HR,Cloud Architect,Dammam,MBBS,24.0,4232941.0,230934.0,2.1,excellent,2015-04-06,nour.thomas2690@hotmail.com,6575624543
EMP10122,Oliver Ahmed,27.0,m,logistics,hr manager,Hong Kong,mba,35.0,1835574.0,242471.0,1.3,A-,2005-06-26,oliver.ahmed9953@yahoo.com,9717792929
EMP10892,Lin Iyer,35.0,f,R&D,Intern,San Diego,bba,23.0,1551186.0,486380.0,4.1,b,2008-07-25,lin.iyer6787@outlook.com,5480574503
EMP10326,Sarah Pillai,51.0,FEMALE,CUSTOMER SUPPORT,data analyst,Birmingham,BCA,21.0,4536368.0,426252.0,9.6,B,2006-04-20,,9763913259
EMP10310,Ting Mukherjee,52.0,F,Customer Support,cloud architect,Manchester,B.Com,9.0,2658360.0,44303.0,5.9,Poor,2006-03-28,ting.mukherjee4604@company.org,6192837512
EMP10658,Emily Bukhari,24.0,OTHER,engineering,devops engineer,Bristol,BTECH,10.0,2476852.0,175714.0,9.7,excellent,2007-08-18,emily.bukhari7007@outlook.com,4566800841
EMP10706,Rahul Das,51.0,f,it,Software Engineer,Shanghai,BSc,5.0,366061.0,152565.0,7.8,POOR,2007-10-28,rahul.das2646@company.org,0867792376
EMP10798,Liam Garcia,21.0,Female,legal,Software Engineer,Dammam,M.Sc,23.0,3961863.0,361814.0,6.9,A+,2008-03-10,liam.garcia7777@outlook.com,3807932971
EMP10598,Vikram Khan,39.0,female,IT,PROJECT MANAGER,Ottawa,BCA,36.0,4506585.0,282260.0,3.2,a+,2007-05-23,vikram.khan2896@gmail.com,3140618007
EMP13435,Michael Hassan,39.0,OTHER,r&d,intern,Vancouver,BTech,26.0,3467786.0,127949.0,6.3,POOR,2018-09-27,michael.hassan7593@yahoo.com,7786215166
EMP14604,Vikram Anderson,55.0,female,Customer Support,Sales Executive,Dammam,B.E,17.0,865513.0,316527.0,7.3,EXCELLENT,2023-06-01,vikram.anderson6324@company.org,8677780203
EMP14116,Rajesh Reddy,32.0,FEMALE,LOGISTICS,Intern,Manila,MCA,33.0,515627.0,165946.0,2.8,Poor,2021-06-18,rajesh.reddy3954@gmail.com,1074595792
EMP12866,Valentina Ibrahim,27.0,FEMALE,procurement,Team Lead,Seoul,PHD,26.0,2103968.0,269948.0,9.0,Poor,2016-06-18,valentina.ibrahim1990@hotmail.com,0808279864
EMP10143,Fatima Chen,55.0,male,engineering,PRODUCT MANAGER,Dubai,BTECH,1.0,-inf,74616.0,2.9,a+,2005-07-27,fatima.chen5172@company.org,0786400838
EMP13514,Mohammed Baig,44.0,OTHER,LOGISTICS,Team Lead,Manama,BTech,35.0,4357687.0,19741.0,7.9,d,2019-01-20,mohammed.baig5243@outlook.com,6082003277
EMP12905,Pooja Baig,51.0,male,Engineering,Product Manager,Birmingham,MBA (Finance),29.0,2497172.0,376377.0,6.9,,2016-08-14,pooja.baig3536@outlook.com,5863704057
EMP10251,Yusuf Lopez,38.0,Female,operations,Data Scientist,Calgary,MCA,12.0,2346516.0,169939.0,5.4,excellent,2006-01-01,yusuf.lopez8134@company.org,4773627337
EMP10038,Ashley Thompson,48.0,OTHER,engineering,ux designer,Riyadh,LLB,27.0,3937615.0,474524.0,9.5,C,2005-02-24,ashley.thompson9695@yahoo.com,8212727587
EMP10248,Amanda Rao,34.0,Female,Procurement,Network Engineer,Riyadh,LLB,8.0,2138365.0,413312.0,9.8,POOR,2005-12-27,amanda.rao2254@gmail.com,7343104799
EMP13273,Sara Akhtar,26.0,male,engineering,legal counsel,Nottingham,M.Tech,4.0,3100739.0,464769.0,8.9,POOR,2018-02-02,sara.akhtar1145@gmail.com,3737260875
EMP10597,Nour Garcia,58.0,FEMALE,OPERATIONS,director,Birmingham,MBA (Finance),29.0,3641452.0,124555.0,3.1,excellent,2007-05-21,nour.garcia2219@gmail.com,9953495648
EMP12210,Luis Lewis,30.0,female,SALES,Network Engineer,San Diego,BSc,19.0,inf,152952.0,2.7,poor,2013-11-02,invalid_email,0502488848
EMP12193,Carlos Farooq,44.0,MALE,SALES,data analyst,Bristol,post graduate,inf,3529561.0,inf,4.5,good,2013-10-08,invalid_email,9835179805
EMP10116,Nadia Ali,36.0,Other,hr,Legal Counsel,Edinburgh,BSc,18.0,1738203.0,216446.0,9.0,A-,2005-06-18,,0027839956
EMP14933,Nour Farooq,49.0,other,HR,Legal Counsel,Kolkata,PhD,31.0,1661881.0,67465.0,3.1,a,2024-09-24,nour.farooq6614@hotmail.com,4819633609
EMP14450,Aarav Chaudhry,41.0,MALE,Customer Support,VP,Montreal,M.Com,23.0,555632.0,418346.0,4.0,B,2022-10-19,aarav.chaudhry4553@company.org,8122147514
EMP11911,Mohammed Davis,26.0,M,r&d,PRODUCT MANAGER,Pune,DIPLOMA,8.0,4768782.0,343105.0,9.8,POOR,2012-08-22,mohammed.davis8807@company.org,7972951613
EMP14739,Ravi Farooq,39.0,FEMALE,ENGINEERING,legal counsel,Ahmedabad,B.Com,9.0,2593029.0,46293.0,6.4,Poor,2023-12-15,ravi.farooq3507@yahoo.com,2951777306
EMP14001,Anjali Baig,39.0,other,admin,Network Engineer,Shanghai,llb,0.0,860765.0,246154.0,9.9,excellent,2021-01-01,anjali.baig2657@hotmail.com,2836505267
EMP14996,Emily Baig,44.0,m,Engineering,Director,Calgary,Ph.D,5.0,3340201.0,29403.0,2.4,good,2024-12-25,emily.baig9371@hotmail.com,0842533695
EMP13657,Amir Liu,52.0,OTHER,CUSTOMER SUPPORT,data analyst,Bristol,PhD,17.0,4338360.0,368993.0,7.4,EXCELLENT,2019-08-17,amir.liu8584@company.org,8699706973
EMP11010,Chen Liu,24.0,M,IT,devops engineer,Calgary,PHD,34.0,4444193.0,215902.0,7.1,A,2009-01-14,chen.liu353@outlook.com,5416423735
EMP13975,Layla Garcia,34.0,Other,IT,Business Analyst,Los Angeles,B.Arch,11.0,3378426.0,272327.0,4.3,poor,2020-11-24,layla.garcia1071@gmail.com,
EMP10755,Amanda Nair,35.0,male,Admin,ux designer,Tokyo,MCA,,2143901.0,72924.0,8.6,Poor,2008-01-07,amanda.nair8434@company.org,3030064873
EMP10181,Jose Martinez,30.0,m,customer support,Operations Manager,Abu Dhabi,BTech,35.0,3176704.0,72339.0,1.7,POOR,2005-09-20,jose.martinez2652@gmail.com,9127684766
EMP13687,Rajesh Martinez,26.0,MALE,Finance,Software Engineer,Kuwait City,PHD,18.0,415759.0,327089.0,5.3,EXCELLENT,2019-09-30,rajesh.martinez479@hotmail.com,6508338027
EMP12596,Amanda Chaudhry,56.0,OTHER,Operations,operations manager,Toronto,BBA,32.0,3677587.0,350895.0,3.4,d,2015-05-20,amanda.chaudhry4658@outlook.com,0979343731
EMP14649,Deepak Verma,49.0,other,LOGISTICS,Network Engineer,Glasgow,b.com,31.0,518350.0,48629.0,8.6,A-,2023-08-06,deepak.verma8045@company.org,6215129561
EMP10311,Liu Harris,22.0,OTHER,HR,TEAM LEAD,Seoul,b.com,27.0,1254919.0,,8.3,A+,2006-03-29,liu.harris9825@outlook.com,5688521062
EMP10960,Sara Patel,55.0,MALE,LOGISTICS,Scrum Master,Toronto,Diploma,6.0,488663.0,416830.0,9.7,A+,2008-11-02,sara.patel4373@company.org,9331916558
EMP14142,Sophia Miller,49.0,FEMALE,it,database admin,Liverpool,Diploma,12.0,2524038.0,267417.0,8.7,b,2021-07-26,sophia.miller3320@outlook.com,5514678797
EMP12706,Mariam Gupta,38.0,Other,logistics,data scientist,Chicago,PHD,5.0,2666602.0,68703.0,8.8,GOOD,2015-10-28,mariam.gupta4659@company.org,6929031896
EMP14276,Yusuf Torres,28.0,MALE,procurement,operations manager,Leeds,BBA,32.0,1222786.0,212741.0,1.2,Poor,2022-02-07,yusuf.torres6857@outlook.com,2763123199
EMP12197,Suresh Hernandez,35.0,f,r&d,procurement manager,Calgary,B.Arch,8.0,522029.0,250451.0,1.9,Good,2013-10-14,suresh.hernandez2799@gmail.com,2021065316
EMP10134,Sara Shah,41.0,female,Admin,Director,New York,B.Sc,12.0,588750.0,371288.0,6.7,d,2005-07-14,sara.shah6760@hotmail.com,3630608109
EMP11331,Chen Rodriguez,21.0,F,Procurement,Network Engineer,San Antonio,post graduate,3.0,2521489.0,467213.0,3.0,good,2010-04-28,chen.rodriguez6332@company.org,4148322146
EMP12393,David Wang,34.0,OTHER,Customer Support,DevOps Engineer,San Antonio,M.Com,4.0,3573536.0,275711.0,3.9,d,2014-07-27,david.wang1260@yahoo.com,5106337420
EMP13328,Juan Huang,23.0,f,admin,data scientist,Manila,b.com,19.0,3116598.0,407130.0,3.2,A+,2018-04-24,juan.huang6579@outlook.com,7694206996
EMP12939,Jose Banerjee,28.0,m,customer support,Software Engineer,Sharjah,PHD,23.0,4599266.0,465708.0,9.7,EXCELLENT,2016-10-02,jose.banerjee8710@gmail.com,0038475324
EMP13950,Emily Bose,25.0,Female,finance,Logistics Coordinator,Hong Kong,BCA,21.0,2623443.0,41424.0,9.0,Poor,2020-10-18,emily.bose7565@gmail.com,9542502137
EMP10462,Pooja Joshi,34.0,f,OPERATIONS,QA Engineer,Mumbai,MBA (Finance),33.0,3083017.0,164111.0,3.9,c,2006-11-05,pooja.joshi7361@hotmail.com,7812981753
EMP11818,Liu Qureshi,26.0,other,procurement,Team Lead,Beijing,M.Sc,inf,3475830.0,316746.0,7.8,Good,2012-04-08,liu.qureshi9525@gmail.com,1588234841
EMP11573,Carlos Menon,47.0,Other,admin,PRODUCT MANAGER,Toronto,Ph.D,0.0,4810550.0,418780.0,6.0,Poor,2011-04-16,carlos.menon2479@gmail.com,9058856531
EMP13932,Ravi Hassan,44.0,m,FINANCE,SENIOR DEVELOPER,Birmingham,BSc,17.0,803896.0,474826.0,5.3,Poor,2020-09-22,ravi.hassan8572@gmail.com,6415872989
EMP12949,Mia Yang,41.0,Male,R&D,UX Designer,Brisbane,llb,9.0,4983720.0,275291.0,9.8,Poor,2016-10-17,,5479689331
EMP12851,Lakshmi Williams,,male,QUALITY,PRODUCT MANAGER,Bangalore,B.Tech.,12.0,4663705.0,392998.0,,A+,2016-05-27,lakshmi.williams6961@company.org,1138852688
EMP13351,David Anderson,51.0,female,Operations,Marketing Specialist,Chicago,bba,25.0,3131716.0,121328.0,3.4,A+,,david.anderson4443@hotmail.com,2745129103
EMP12609,John Jackson,44.0,female,MARKETING,PRODUCT MANAGER,Austin,B.E,8.0,834515.0,481049.0,5.6,poor,2015-06-08,john.jackson5583@yahoo.com,9042417111
EMP13748,Layla Kumar,59.0,OTHER,Logistics,Director,Toronto,Ph.D,28.0,100.0,221557.0,4.0,A-,2019-12-28,layla.kumar3754@gmail.com,9595692966
EMP11963,Deepak Khan,45.0,MALE,customer support,TEAM LEAD,Shanghai,B.Com,10.0,2974010.0,396855.0,7.9,b,2012-11-06,deepak.khan3558@outlook.com,8147530374
EMP11521,Lin Hernandez,21.0,f,legal,Network Engineer,Glasgow,Diploma,30.0,570998.0,390429.0,8.6,poor,2011-01-30,lin.hernandez3015@yahoo.com,2981804080
EMP14904,Priya Sheikh,47.0,Other,legal,UX Designer,Mumbai,B.Sc,36.0,1006680.0,415384.0,1.9,,2024-08-12,priya.sheikh3698@yahoo.com,6664876890
EMP14562,Sara Miller,27.0,f,Engineering,HR Manager,Beijing,post graduate,37.0,3977138.0,137197.0,3.4,,2023-04-01,sara.miller202@gmail.com,7522715545
EMP13889,David Anderson,42.0,Female,CUSTOMER SUPPORT,Cloud Architect,Singapore,Diploma,-3.0,3807589.0,460732.0,4.1,poor,2020-07-21,david.anderson9273@company.org,5280403276
EMP13758,Carlos Li,56.0,female,ADMIN,SECURITY ANALYST,Beijing,MBA (HR),34.0,4471684.0,40940.0,6.6,POOR,2020-01-12,carlos.li5673@gmail.com,3304613772
EMP11395,Kavya Singh,25.0,F,LOGISTICS,TEAM LEAD,London,B.Arch,30.0,4889717.0,448001.0,4.3,POOR,2010-07-30,invalid_email,2305743818
EMP13938,Tariq Liu,31.0,Female,sales,Intern,Birmingham,BE,33.0,948717.0,199565.0,3.1,b,2020-10-01,tariq.liu9175@company.org,1123753675
EMP12770,Xiao Brown,51.0,Other,LOGISTICS,UX Designer,Ottawa,BBA,30.0,4533954.0,480117.0,6.3,A-,2016-01-29,xiao.brown8429@gmail.com,6965832147
EMP10614,Luis Thomas,27.0,male,Procurement,procurement manager,Leeds,llb,37.0,3020272.0,309008.0,7.6,A-,2007-06-15,luis.thomas2263@company.org,3908661409
EMP11706,Ting Thompson,30.0,Other,HR,SENIOR DEVELOPER,Montreal,M.Tech,37.0,569093.0,120204.0,3.4,a,2011-10-28,,1043041489
EMP14316,Omar Menon,51.0,F,operations,Procurement Manager,Shanghai,diploma,,367996.0,403932.0,7.5,A+,2022-04-06,omar.menon6194@company.org,5765118484
EMP14528,Ava Mirza,56.0,Female,MARKETING,Project Manager,Sheffield,MBA (Finance),20.0,3011377.0,141452.0,7.0,c,2023-02-10,ava.mirza9868@yahoo.com,
EMP13317,Wang Banerjee,42.0,m,logistics,Project Manager,Liverpool,b.com,25.0,1920907.0,363010.0,2.9,EXCELLENT,2018-04-07,wang.banerjee566@outlook.com,7180649607
EMP12757,Hassan Wilson,52.0,OTHER,marketing,Data Analyst,Vancouver,B.Tech,27.0,2703605.0,441417.0,2.3,A,2016-01-10,hassan.wilson4090@company.org,8696540975
EMP13051,Robert Nair,38.0,Female,OPERATIONS,HR Manager,Ahmedabad,b.com,36.0,4539991.0,171860.0,9.7,A-,2017-03-15,robert.nair6150@outlook.com,4625383821
EMP14874,Carlos Das,44.0,other,QUALITY,Data Scientist,Kuala Lumpur,M.Tech,26.0,4032924.0,473437.0,8.1,c,2024-06-29,carlos.das7366@gmail.com,2121155067
EMP10469,Karim Bose,47.0,m,engineering,Marketing Specialist,Beijing,LLB,0.0,2194188.0,371859.0,5.4,excellent,2006-11-15,karim.bose6295@company.org,2586113496
EMP13706,Nadia Sheikh,60.0,Other,Operations,Data Scientist,Dallas,M.Tech,25.0,714087.0,300926.0,1.9,C,2019-10-28,nadia.sheikh2173@hotmail.com,7199988317
EMP11473,Ting Pillai,61.0,Other,ADMIN,operations manager,Perth,llb,12.0,1706677.0,469777.0,3.1,poor,2010-11-21,ting.pillai9943@hotmail.com,5549975534
EMP14682,Rania Ansari,50.0,MALE,hr,data scientist,Toronto,B.Arch,34.0,500001.0,225849.0,,A,,rania.ansari3159@gmail.com,2770407317
EMP14729,Maria Davis,36.0,OTHER,marketing,database admin,Bangalore,B.Tech.,33.0,1482615.0,258869.0,2.9,d,2023-12-01,maria.davis6148@hotmail.com,1064426560
EMP12021,Zhang Bukhari,48.0,female,OPERATIONS,legal counsel,Ahmedabad,BSc,30.0,1272293.0,386088.0,4.2,GOOD,2013-01-30,zhang.bukhari9802@gmail.com,5221267424
EMP14058,Yusuf Martin,41.0,Male,R&D,Software Engineer,San Diego,Post Graduate,2.0,383070.0,184755.0,9.8,D,2021-03-25,yusuf.martin3417@outlook.com,7340465405
EMP11969,Rohan Ali,43.0,MALE,operations,Software Engineer,Jaipur,Ph.D,14.0,3061976.0,255962.0,5.5,Good,2012-11-15,rohan.ali5899@hotmail.com,8218886420
EMP11750,Nour Sharma,45.0,Female,HR,director,Bangkok,mba (finance),25.0,4090299.0,72432.0,2.0,GOOD,2011-12-31,nour.sharma9489@company.org,6425434652
EMP10429,Dina Wu,43.0,Female,Sales,business analyst,Austin,bba,36.0,4426787.0,460468.0,5.1,d,2006-09-18,dina.wu1028@gmail.com,2753768377
EMP14002,Faisal Verma,50.0,female,finance,Sales Executive,Dubai,MBA,13.0,2012203.0,84195.0,7.9,a+,2021-01-02,faisal.verma4086@outlook.com,1163488600
EMP13880,Chen Hussain,25.0,female,procurement,SCRUM MASTER,Kuala Lumpur,M.Com,5.0,3469554.0,194476.0,9.8,A-,2020-07-08,chen.hussain6965@outlook.com,5673818855
EMP14776,Priya Alvi,22.0,OTHER,logistics,operations manager,Tokyo,B.Tech.,14.0,9999999999.0,101492.0,1.5,A-,2024-02-07,priya.alvi4143@gmail.com,1013770867
EMP10610,Hana Zhang,55.0,MALE,engineering,Team Lead,Manila,M.Com,20.0,4971922.0,322996.0,2.0,POOR,2007-06-09,hana.zhang5377@company.org,6105099753
EMP13518,Xiao Miller,60.0,female,Legal,TEAM LEAD,New York,Post Graduate,0.0,379355.0,368378.0,8.5,good,2019-01-26,xiao.miller4288@yahoo.com,
EMP10087,Sofia Zhao,60.0,Other,r&d,Scrum Master,Kuala Lumpur,BBA,8.0,4967860.0,193143.0,9.8,a,2005-05-06,sofia.zhao2417@gmail.com,2213731857
EMP12775,Layla Mehta,27.0,f,Legal,PRODUCT MANAGER,Birmingham,BTECH,23.0,3721732.0,66592.0,2.6,excellent,2016-02-06,layla.mehta1621@yahoo.com,3761479170
EMP13793,Wei Yang,34.0,Female,quality,QA Engineer,Manila,LLB,19.0,962037.0,251852.0,2.5,excellent,2020-03-03,wei.yang2021@gmail.com,7842468389
EMP14811,Chen Chen,59.0,other,Sales,financial analyst,Doha,PhD,3.0,1025567.0,261532.0,9.7,d,2024-03-29,chen.chen3049@outlook.com,8384460661
EMP12622,Arjun Robinson,42.0,FEMALE,customer support,operations manager,Birmingham,MBA (Finance),37.0,4927697.0,410847.0,6.6,b,2015-06-27,arjun.robinson2697@hotmail.com,8101034158
EMP12164,Yang Huang,38.0,FEMALE,FINANCE,Network Engineer,Leeds,MBA (HR),25.0,1373119.0,425336.0,2.8,EXCELLENT,2013-08-27,yang.huang535@gmail.com,7720114548
EMP12155,Chen Singh,44.0,OTHER,Customer Support,Intern,Kuwait City,Diploma,2.0,2203109.0,103026.0,5.7,B,2013-08-14,chen.singh2549@outlook.com,1973876890
EMP10504,Juan Gonzalez,57.0,Female,FINANCE,Director,Sheffield,mba,17.0,3235569.0,118441.0,7.2,excellent,2007-01-05,juan.gonzalez3842@gmail.com,1100370609
EMP11450,Kiran Rodriguez,33.0,male,procurement,Logistics Coordinator,Toronto,PhD,8.0,2296748.0,155698.0,5.5,good,2010-10-19,kiran.rodriguez7606@gmail.com,0557337377
EMP13811,Emily Harris,52.0,m,procurement,Cloud Architect,Doha,mba (finance),37.0,1111046.0,468025.0,9.0,a+,,emily.harris2882@gmail.com,6498647499
EMP14636,Amanda Malik,47.0,Male,Logistics,Operations Manager,Sheffield,B.Sc,35.0,422442.0,138919.0,7.4,excellent,2023-07-18,amanda.malik7404@company.org,9143702485
EMP11161,Suresh Jones,48.0,male,Procurement,intern,Toronto,MBA,31.0,-inf,133381.0,5.2,,2009-08-22,suresh.jones4630@hotmail.com,5892494949
EMP13027,Dina Hernandez,21.0,m,Sales,hr manager,Delhi,Post Graduate,6.0,2606817.0,370088.0,4.8,poor,2017-02-08,dina.hernandez1903@hotmail.com,2687924015
EMP12886,Aarav Rao,46.0,M,logistics,Operations Manager,Glasgow,B.Com,23.0,2826214.0,398329.0,8.8,Poor,2016-07-17,aarav.rao1559@hotmail.com,7574659291
EMP12885,Amanda Qureshi,51.0,other,LOGISTICS,Legal Counsel,San Diego,M.Com,2.0,3060154.0,182442.0,9.5,A+,2016-07-15,amanda.qureshi8278@gmail.com,8429526865
EMP11881,Wang Garcia,36.0,male,engineering,Operations Manager,Manama,MBBS,7.0,3784902.0,445239.0,2.4,EXCELLENT,2012-07-09,wang.garcia214@outlook.com,1367825372
EMP11628,Amit Li,26.0,m,marketing,Project Manager,Los Angeles,BSc,12.0,967189.0,10637.0,6.2,a+,2011-07-06,amit.li6565@hotmail.com,9336949826
EMP12361,Noah Bose,,OTHER,Admin,devops engineer,Philadelphia,MBA,0.0,1716101.0,341392.0,3.3,A-,2014-06-11,noah.bose9545@company.org,4411771868
EMP12835,Ashley Verma,34.0,m,MARKETING,Security Analyst,Brisbane,bba,26.0,3045148.0,306756.0,9.6,good,2016-05-03,ashley.verma6832@gmail.com,0455582595
EMP12534,Lucas Banerjee,24.0,F,legal,Team Lead,Dammam,mba,12.0,4640651.0,178095.0,5.7,excellent,2015-02-18,lucas.banerjee2008@hotmail.com,6798841321
EMP11352,Xiao Wilson,27.0,F,OPERATIONS,Data Analyst,Chicago,Diploma,3.0,3139490.0,82334.0,2.1,EXCELLENT,2010-05-28,,8187765671
EMP10164,Michael Wang,31.0,FEMALE,Sales,qa engineer,Manila,MCA,20.0,4247517.0,62513.0,7.0,GOOD,2005-08-27,michael.wang9370@hotmail.com,8498227778
EMP12936,Ashley Shah,43.0,f,ENGINEERING,Legal Counsel,Manama,Diploma,4.0,1659322.0,-inf,6.1,excellent,2016-09-28,ashley.shah1364@outlook.com,2416660238
EMP11525,Liam Williams,41.0,male,Logistics,TEAM LEAD,Kuala Lumpur,BTECH,7.0,614788.0,261599.0,7.4,B,2011-02-05,liam.williams54@yahoo.com,6118088274
EMP12349,Sunita Johnson,,male,QUALITY,procurement manager,Adelaide,PhD,,3630813.0,115273.0,6.3,POOR,2014-05-24,sunita.johnson2223@outlook.com,0149628398
EMP14243,Neha Hernandez,25.0,Female,Logistics,Financial Analyst,Perth,MBA,14.0,3563287.0,104793.0,,GOOD,2021-12-20,neha.hernandez5922@hotmail.com,9209982289
EMP14199,Ava Brown,52.0,Male,operations,TEAM LEAD,Mumbai,BTECH,10.0,1583187.0,116138.0,2.8,A-,2021-10-17,ava.brown2938@yahoo.com,0852556926
EMP11480,Chen Hernandez,29.0,MALE,CUSTOMER SUPPORT,Business Analyst,Mumbai,BCA,16.0,343159.0,124457.0,2.4,A,2010-12-01,chen.hernandez3658@yahoo.com,9216857761
EMP10801,Anjali Verma,,Other,operations,Data Analyst,Los Angeles,Post Graduate,4.0,905495.0,386165.0,10.0,C,2008-03-14,anjali.verma3827@yahoo.com,9325538091
EMP11687,Zhang Torres,52.0,m,SALES,DevOps Engineer,Jakarta,LLB,3.0,3456113.0,21251.0,5.1,b,2011-09-30,zhang.torres1380@gmail.com,0070588011
EMP13186,Luis Shah,31.0,f,Customer Support,Business Analyst,Tokyo,bba,35.0,1215547.0,441422.0,9.8,A-,2017-09-28,luis.shah2541@outlook.com,7211356355
EMP13333,Ava Mehta,46.0,M,Finance,Intern,Leeds,post graduate,32.0,3370295.0,188024.0,4.2,POOR,2018-05-01,ava.mehta3936@gmail.com,0253253491
EMP10858,Ali Huang,26.0,Other,QUALITY,PRODUCT MANAGER,London,post graduate,16.0,2518509.0,344038.0,3.3,Poor,2008-06-06,ali.huang8073@yahoo.com,2673764505
EMP11565,Carlos Ali,31.0,Female,CUSTOMER SUPPORT,VP,Jakarta,BSc,18.0,1118676.0,333058.0,5.0,Good,2011-04-05,carlos.ali6480@hotmail.com,9536852398
EMP12391,Meena Khan,61.0,FEMALE,marketing,business analyst,Hong Kong,BBA,16.0,998568.0,446802.0,5.1,Poor,2014-07-25,meena.khan5305@company.org,5148746943
EMP12836,Rania Yang,61.0,m,ADMIN,HR Manager,Edinburgh,M.Sc,22.0,4904873.0,256894.0,7.4,good,2016-05-05,,0715076463
EMP12738,Emily Robinson,41.0,Male,customer support,Security Analyst,Kolkata,mba,10.0,1005560.0,271190.0,5.2,A+,2015-12-14,emily.robinson6190@yahoo.com,8079685654
EMP11685,Ali Alvi,25.0,female,sales,DevOps Engineer,Vancouver,llb,28.0,561620.0,155304.0,7.7,d,2011-09-27,ali.alvi3261@yahoo.com,8554166131
